学院,专业,学期,课程代码,课程名称,学分,课程性质,教材名称,主编,版次,出版社,ISBN,匹配状态
工学院,机械电子工程,第5学期,307300007006,工程测试与信息处理A,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第5学期,3073009151,工程热力学与传热学,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第5学期,307300009015,单片机技术与应用,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第5学期,307300008003,电工电子技术实习11周,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第6学期,3073009158,微机原理与接口技术,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第6学期,3073009948,农业工程创新创业实践21-6学期开设,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第6学期,3073009269,机电一体化系统设计,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009921,机电一体化综合训练,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007062,智慧农业技术与装备,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300008011,生产实习3第三学年暑期进行,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3143009104,形势与政策（二）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第7学期,3073009904,毕业设计（论文）612周,12,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3143009003,3484261马院OutlineofModernChineseHistory,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,314300001006,3484262马院IdeologyMoralityandRuleofLaw,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,314300001008,BasicTheoryofMaoZedong3484083马院,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,314300001009,BasicTheoryofXiJinping3484083马院,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,314300001007,3484264马院BasicKnowledgeofMarxism,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3143009104,116161-2马院SituationandPolicyEducation(Ⅰ),2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,7,,体育类课程必修，实行选项制，一、二年级要求每学期修满1,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械电子工程,7,,体育类课程教学详见《华中农业大学体育教学改革实施方案》。,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械电子工程,第7学期,9093009904,232322MilitaryTheory生院,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3113009824,116161/2文法WritingandCommunication,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,202300006005,PsychologicalDevelopmentand116161生院,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,9093009774,InnovationandEntrepreneurship116162生院,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300006003,IntroductionofMajorand116161工学,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,310300001017,微积分A（1）580801信息CalculusA（I）,1,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第7学期,307300007056,3.556561工学EngineeringGraphics,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,310300001032,微积分A（2）580802信息CalculusA（II）,2,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第7学期,310300001025,线性代数B232322信息LinearAlgebraB,2,必修,线性代数（第六版）,同济大学数学系,第6版,高等教育出版社,9787040396632,公共课已匹配
工学院,机械电子工程,第7学期,310300001029,大学物理C232322工学CollegePhysics,2,必修,物理学（第七版）,马文蔚,第7版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第7学期,310300001022,概率论与数理统计B348483信息ProbabilityandStatisticsB,3,必修,概率论与数理统计（第五版）,盛骤 谢式千,第5版,高等教育出版社,9787040384876,公共课已匹配
工学院,机械电子工程,第7学期,3103009238,2322843化学EngineeringGeneralChemistry,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009108,电工技术A232324工学ElectroTechnicsA,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,310300007044,ComplexAnalysisand348484信息,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009222,2322845工学PatternRecognition,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009124,2322665工学DigitalSignalProcessing,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3173009118,C语言程序设计24024161信息CProgramming,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,317300001008,2323201信息ArtificialIntelligenceTheory,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,317300001009,1300301信息ArtificialIntelligenceExperiment,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007058,ComputerVisionandDeep1161605工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007069,FundamentalsofEngineeringMaterial47256163工学,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009344,464643工学TheoreticMechanics,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007017,模拟电子技术B46448164工学AnalogElectronicTechnologyB,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009120,3484804工学DigitalCircuitsandLogicalSystem,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,317300007093,47656204信息NumericalAnalysis,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007088,自动控制原理A5808005工学PrincipleofAutomaticControlA,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007006,EngineeringTestandSignal3484085工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009185,3484086工学ProcessControl,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009158,PrinciplesofMicro-Computer3484086工学,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007089,4645686工学ElectricalTowageandMotionControl,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009328,3D打印技术实验132323工学Experimentof3DPrintingTechnology,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009349,ComputerNumerical132323工学,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,317300007004,计算机网络B36040204信息ComputerNetworksB,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,317300007094,34832165信息MathematicalModelingandxperiment,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009324,ArtificialNeuralNetworkand2322485工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007090,1.524246工学ProfessionalEnglishforEngineering,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009223,2322846工学DigitalImageProcessing,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007016,23216167工学PrecisionAgriculture,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007003,FundamentalsofElectricalControl2322486工学TechnologyandProgramming,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009160,2323026工学Electric-HydraulicControlEngineering,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,317300007007,24024166信息InternetofThingsEngineering,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009188,232327工学Non-DamagingTest,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3103009388,嵌入式系统B2.5403287信息EmbeddedSystemsB,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009269,2323027工学MechatronicsSystemDesign,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007092,1.524247工学AgriculturalRobot,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009327,232325工学OperationalResearch,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,317300007005,47656205信息AlgorithmsandDataStructures,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,306300007007,348486经管EnterpriseManagement,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3103009022,232326信息TheInternetMassDataProcessing,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,9093009905,231Militaryskills生院,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,9093009906,Innovationand11-7生院,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,202300008001,ThePracticeofMentalHealth1301生院,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3143009105,实践1303-8马院SituationandPolicyEducation(2),2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,9093009903,114团委SocialPractice,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,110300008001,1301-7团委VolunteerService,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,110300008002,11-7团委AestheticPractice,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,3073009948,InnovationandEntrepreneurship1-20和2601-6工学PracticesofClassificationon暑假期间,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300007097,计算机绘图A1.5482工学ComputerGraphicsA,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300008005,222工学EngineeringTraining(Ⅰ),2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第7学期,307300008006,223工学EngineeringTraining(II),3,必修,,,,,,待查教学大纲（专业课）
